GlyCosmos Lectin Number,LfDB ID,Short name,Pfam Labels,Specificities,Organism,GlyTouCan ID,Value
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G79446WY,13.545
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G37918PT,14.964
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G65070LF,15.707
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G07990UY,16.149
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G53812EH,16.341
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G06550JR,18.310
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G83131MU,18.543
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G35223CU,18.838
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G26039ES,20.601
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G75829VK,20.996
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G01434UY,21.266
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G09630SJ,21.407
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G70374BH,21.826
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G16276IK,21.908
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G74609HP,22.720
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G32915BP,23.897
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G85843WY,25.273
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G69180XT,34.310
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G06212IB,39.817
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G74026TS,40.040
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G59487HS,46.198
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G52751JW,47.449
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G97691ZT,51.449
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G77495MG,61.768
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G97553BW,70.538
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G36876NJ,72.790
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G25132GJ,74.900
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G84440YT,77.958
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G10179FS,79.252
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G16768LX,81.365
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G71606HZ,86.870
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G86157UQ,99.903
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G87832BF,113.146
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G25268QT,113.201
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G24673RP,113.392
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G83173HC,113.600
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G09126MW,117.404
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G49017YR,118.959
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G92133LY,121.043
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G86906WK,123.474
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G44327JQ,125.808
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G48493JV,145.368
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G75236EF,149.141
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G58350LJ,152.584
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G42830YF,163.535
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G98490BN,224.482
GL_000507,LfDB0058,Galectin-7 (Human),Gal-bind_lectin,"Gal","Homo sapiens",G69176ID,288.404
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G25132GJ,0.266
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G35223CU,0.320
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G13947MP,0.572
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G55601IV,0.580
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G49859TR,0.679
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G88502NV,1.442
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G53812EH,1.758
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G66257KQ,2.025
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G53238US,2.264
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G84170WO,2.305
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G91089ZR,2.830
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G15317IZ,2.903
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G03454MW,5.298
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G19949UL,9.241
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G13869TL,9.461
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G70358QM,11.108
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G84053BQ,13.464
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G70374BH,14.261
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G35442CG,15.394
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G09362PR,21.074
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G38426SE,24.170
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G06550JR,26.394
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G32915BP,28.968
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G16768LX,30.117
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G77712UR,31.393
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G33192XL,38.687
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G07990UY,38.968
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G16276IK,39.219
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G25162JS,47.138
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G09675DY,48.187
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G13974DV,55.844
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G10179FS,58.907
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G83131MU,60.239
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G81436EU,65.201
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G19083SI,67.135
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G62167DK,68.470
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G79446WY,69.376
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G04681PT,81.090
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G84783YG,97.805
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G71606HZ,134.629
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G21251LN,136.992
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G50205RT,170.770
GL_000600,LfDB0156,Calsepa,Jacalin,"Glc|Man","Calystegia sepium",G84440YT,282.335
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G86906WK,0.029
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G49859TR,0.072
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G53812EH,0.600
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G76320TN,0.618
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G68511OZ,0.746
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G60785FE,0.773
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G78603EO,0.788
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G59707MY,0.921
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G74609HP,0.968
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G38426SE,1.012
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G16717IV,1.051
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G09112SH,1.062
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G91556EH,1.196
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G91089ZR,1.347
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G87825QP,1.555
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G84783YG,1.611
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G07558KL,1.652
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G77220UE,1.728
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G35442CG,1.743
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G19949UL,1.747
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G88502NV,1.755
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G84053BQ,1.757
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G54457LW,1.771
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G49608TR,1.787
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G19083SI,1.798
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G81436EU,1.850
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G04681PT,1.915
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G66257KQ,1.931
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G15317IZ,1.959
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G70358QM,1.960
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G79890BQ,2.008
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G13869TL,2.036
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G21251LN,2.070
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G13974DV,2.112
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G33192XL,2.134
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G97691ZT,2.136
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G75367YS,2.160
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G24673RP,2.213
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G08453FV,2.224
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G84170WO,2.239
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G79446WY,2.446
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G78513KA,2.671
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G77495MG,2.863
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G77712UR,2.942
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G13947MP,2.943
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G01434UY,3.051
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G92133LY,3.106
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G25268QT,3.178
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G57641IF,3.185
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G88981LD,3.204
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G69176ID,3.214
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G87832BF,3.226
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G50205RT,3.288
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G49017YR,3.360
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G83131MU,3.375
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G09362PR,3.441
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G65070LF,3.468
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G16276IK,3.568
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G07990UY,3.614
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G70374BH,3.619
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G09675DY,3.654
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G06550JR,3.724
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G06212IB,3.737
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G75829VK,3.749
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G69180XT,3.759
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G36876NJ,3.838
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G52751JW,3.897
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G53858MF,3.955
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G48493JV,4.039
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G99242KO,4.182
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G55979JS,4.228
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G37918PT,4.501
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G26039ES,4.796
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G32915BP,4.851
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G83173HC,4.876
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G71606HZ,5.264
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G94671TE,5.319
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G59487HS,5.454
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G09126MW,5.492
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G38085YD,5.916
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G10179FS,6.278
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G25162JS,6.527
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G16768LX,6.542
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G84440YT,7.161
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G86157UQ,7.547
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G44327JQ,7.955
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G46491JP,8.001
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G58350LJ,8.127
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G75236EF,9.101
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G98490BN,9.129
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G42830YF,10.008
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G39932JF,12.479
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G35223CU,43.817
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G23361LI,55.154
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G76283HO,63.508
GL_000685,LfDB0166,SBA,Lectin_legB,"GalNAc","Glycine max",G51497IR,92.441
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G77220UE,0.108
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G87825QP,0.130
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G16717IV,0.350
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G81436EU,0.569
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G94671TE,0.600
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G38085YD,0.617
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G87832BF,0.624
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G39932JF,0.708
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G51497IR,0.764
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G15317IZ,0.934
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G16276IK,1.113
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G35442CG,1.242
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G09362PR,1.271
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G49017YR,1.279
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G50205RT,1.316
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G88981LD,1.353
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G07990UY,1.652
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G36876NJ,1.680
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G77495MG,1.703
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G69180XT,1.810
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G70374BH,1.816
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G06550JR,1.836
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G59487HS,1.941
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G09126MW,1.965
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G74609HP,1.999
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G83131MU,2.059
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G79446WY,2.073
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G48493JV,2.114
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G32915BP,2.161
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G55601IV,2.664
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G26039ES,2.689
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G25162JS,3.544
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G71606HZ,4.075
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G78513KA,4.759
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G52751JW,5.160
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G16768LX,5.418
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G53238US,5.568
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G84440YT,5.950
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G46491JP,6.200
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G10179FS,7.345
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G25268QT,8.005
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G01434UY,8.321
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G24673RP,9.232
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G44327JQ,9.911
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G23361LI,10.298
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G75236EF,10.600
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G83173HC,10.776
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G37918PT,12.923
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G53858MF,13.545
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G53812EH,13.594
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G57641IF,14.705
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G58350LJ,15.441
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G35223CU,16.791
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G96648LB,18.291
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G42830YF,19.685
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G25132GJ,21.100
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G69176ID,22.791
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G75829VK,27.784
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G86157UQ,29.900
GL_000686,LfDB0173,BPA|BPL,Lectin_legB,"Gal","Bauhinia purpurea",G98490BN,39.793
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G84170WO,0.045
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G16717IV,0.126
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G36876NJ,0.300
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G59707MY,0.300
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G75829VK,0.600
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G13869TL,0.683
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G38426SE,0.703
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G62167DK,0.704
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G70358QM,0.769
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G81436EU,0.794
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G07558KL,0.898
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G52751JW,0.900
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G83173HC,1.000
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G19083SI,1.000
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G35223CU,1.000
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G09362PR,1.100
GL_000688,LfDB0198,ECorL,Lectin_legB,"Gal|GalNAc","Erythrina corallodendron",G06212IB,1.100
