GlyCosmos Lectin Number,LfDB ID,Short name,Pfam Labels,Specificities,Organism,GlyTouCan ID,Value
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G87825QP,0.008
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G49859TR,0.080
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G08453FV,0.089
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G13947MP,0.169
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G74609HP,0.286
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G21251LN,0.329
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G76283HO,0.482
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G68650XP,0.484
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G35223CU,0.485
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G73241DK,0.538
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G75829VK,0.543
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G09630SJ,0.594
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G88981LD,0.687
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G39932JF,0.699
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G68650XP,0.716
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G01434UY,0.774
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G65070LF,1.037
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G77220UE,1.094
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G09362PR,1.117
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G51497IR,1.117
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G54457LW,1.622
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G49608TR,2.062
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G37918PT,2.101
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G31668AP,2.495
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G53238US,2.745
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G79446WY,2.759
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G97691ZT,2.895
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G74026TS,3.190
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G26039ES,3.650
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G50205RT,4.790
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G07990UY,5.071
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G70374BH,5.682
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G06550JR,5.717
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G16276IK,5.945
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G87832BF,6.618
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G53858MF,6.660
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G36876NJ,6.666
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G83131MU,6.694
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G38085YD,6.895
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G25162JS,7.151
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G86906WK,7.162
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G59487HS,7.406
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G97553BW,7.998
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G69180XT,8.250
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G84440YT,8.564
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G06212IB,9.060
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G32915BP,9.237
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G92133LY,9.909
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G49017YR,10.008
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G48493JV,11.030
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G77495MG,11.118
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G71606HZ,11.285
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G94671TE,13.313
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G25132GJ,13.746
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G10179FS,14.202
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G24673RP,14.666
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G86157UQ,15.840
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G78513KA,16.089
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G09126MW,16.507
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G46491JP,16.535
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G16768LX,16.582
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G25268QT,16.686
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G83173HC,17.212
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G52751JW,20.290
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G69176ID,21.717
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G42830YF,24.462
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G58350LJ,24.753
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G75236EF,25.403
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G44327JQ,26.282
GL_000001,LfDB0050,C16|CG-16,Gal-bind_lectin,"Gal","Gallus gallus",G98490BN,30.407
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G96648LB,0.005
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G38663XJ,0.008
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G83173HC,0.081
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G35223CU,0.098
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G49017YR,0.206
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G65070LF,0.299
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G39932JF,0.330
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G75829VK,0.363
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G69180XT,0.383
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G09126MW,0.430
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G55601IV,0.468
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G77220UE,0.475
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G23361LI,0.481
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G37918PT,0.537
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G51497IR,0.544
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G77495MG,0.990
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G58350LJ,1.122
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G21605YS,1.586
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G87825QP,1.927
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G83131MU,1.962
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G25162JS,2.788
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G38085YD,3.025
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G58585VA,5.622
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G18082CO,5.626
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G50205RT,6.087
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G19894RH,10.674
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G81436EU,14.274
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G85843WY,16.237
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G19083SI,17.119
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G32915BP,17.494
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G21251LN,17.838
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G33192XL,19.100
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G72601EC,19.517
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G31943KG,20.989
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G16717IV,21.519
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G53858MF,24.327
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G09362PR,25.199
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G06550JR,26.378
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G70374BH,26.744
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G84053BQ,47.845
GL_000025,LfDB0126,ABA|ABL,FB_lectin,"Gal|GlcNAc","Agaricus bisporus",G38426SE,50.986
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G97691ZT,0.302
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G08453FV,0.448
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G76283HO,0.752
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G25162JS,0.813
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G51497IR,1.612
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G52751JW,2.009
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G70374BH,2.155
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G85843WY,2.470
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G15317IZ,2.660
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G25132GJ,3.036
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G32915BP,3.240
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G84440YT,3.768
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G99242KO,3.831
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G60785FE,3.849
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G13869TL,4.035
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G55979JS,4.049
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G44327JQ,4.115
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G58350LJ,4.127
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G03454MW,4.289
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G84170WO,4.662
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G35223CU,4.701
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G19949UL,4.740
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G98490BN,4.809
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G07558KL,4.814
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G75236EF,4.843
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G43839NY,4.949
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G35442CG,5.066
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G66257KQ,5.165
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G13947MP,5.233
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G42830YF,5.271
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G58585VA,5.296
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G91089ZR,5.365
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G31943KG,5.506
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G79446WY,5.564
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G50205RT,5.647
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G53858MF,5.675
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G70358QM,5.712
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G46491JP,5.719
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G78513KA,5.757
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G84053BQ,5.779
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G75367YS,5.860
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G38085YD,5.941
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G72601EC,6.241
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G18082CO,6.337
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G11818HY,6.498
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G94671TE,6.570
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G06550JR,6.929
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G86157UQ,6.939
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G10179FS,7.001
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G81436EU,7.229
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G16768LX,8.112
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G09675DY,8.239
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G09362PR,8.276
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G07990UY,8.995
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G38426SE,11.785
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G04681PT,14.881
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G84783YG,20.268
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G13974DV,26.292
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G77712UR,28.389
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G16276IK,29.309
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G33192XL,32.803
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G83131MU,44.293
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G62167DK,45.442
GL_000029,LfDB0146,jacalin,Jacalin,"Gal","Artocarpas integliforia",G19083SI,50.794
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G49859TR,0.100
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G38426SE,0.100
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G84053BQ,0.200
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G10179FS,0.200
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G23118AT,0.300
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G97553BW,0.300
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G03454MW,0.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G84440YT,0.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G04681PT,0.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G77220UE,0.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G08453FV,0.600
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G15317IZ,0.700
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G73241DK,0.900
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G09362PR,0.900
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G78288HH,1.000
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G72344YZ,1.100
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G86157UQ,1.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G39932JF,1.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G57641IF,1.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G75236EF,1.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G60785FE,1.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G13869TL,1.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G75829VK,1.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G42830YF,1.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G13974DV,1.600
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G86906WK,1.600
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G79890BQ,1.600
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G16717IV,1.800
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G25268QT,1.900
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G83131MU,1.900
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G68650XP,2.000
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G09630SJ,2.000
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G49608TR,2.100
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G44327JQ,2.200
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G58350LJ,2.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G59487HS,2.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G06550JR,2.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G69180XT,2.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G23361LI,2.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G74026TS,2.600
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G70374BH,2.700
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G68650XP,2.700
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G19949UL,2.800
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G34125LS,2.800
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G25162JS,2.900
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G00090SL,3.300
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G65070LF,3.300
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G09126MW,3.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G67280SN,3.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G83173HC,3.600
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G35223CU,3.700
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G91556EH,3.700
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G75367YS,3.900
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G25296NU,4.100
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G07558KL,4.100
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G06212IB,4.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G81436EU,4.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G50205RT,4.600
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G53238US,4.700
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G09112SH,4.900
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G35173NI,5.100
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G54457LW,5.300
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G68511OZ,5.300
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G21251LN,5.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G77495MG,5.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G48493JV,5.600
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G99242KO,6.000
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G70358QM,6.300
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G35442CG,7.300
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G37918PT,7.700
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G52751JW,8.000
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G32915BP,9.000
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G51497IR,9.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G19083SI,9.900
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G49017YR,10.100
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G37641EM,10.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G14469GR,14.800
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G84783YG,19.700
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G53858MF,21.400
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G92133LY,21.500
GL_000044,LfDB0163,WGA,Chitin_bind_1,"GlcNAc","Triticum aestivum",G69176ID,52.700
