lfdb_id,lectin,glycotoucan_id,iupac_name,glycan_class,mass_Da,Ka_x10e4_per_M,source
LfDB0065,Galectin-3 (Human) CRD,G87832BF,Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc-ol,polysaccharide,992.34,8.242,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G16276IK,Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,1423.53,7.905,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G74609HP,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,polysaccharide,855.32,7.037,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G83131MU,Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1277.48,6.319,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G49859TR,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,polysaccharide,1001.38,5.970,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G38085YD,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,1829.69,5.950,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G37918PT,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc-ol,oligosaccharide,693.27,5.879,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G08453FV,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,polysaccharide,1204.46,5.641,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G32915BP,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,1626.61,5.465,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G36876NJ,Gal(b1-3)Gal(b1-3)Gal(b1-3)Gal(b1-4)Glc-ol,polysaccharide,830.29,5.405,LfDB/FAC/GlyCosmos
