lfdb_id,lectin,glycotoucan_id,iupac_name,glycan_class,mass_Da,Ka_x10e4_per_M,source
LfDB0163,WGA,G23361LI,GalNAc(b1-4)Gal(b1-4)Glc-ol,oligosaccharide,547.21,2.500,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G58350LJ,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,2007.74,2.400,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G44327JQ,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,2153.8,2.200,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G49608TR,Neu5Gc(a2-3)Gal(b1-4)Glc-ol,disaccharide,651.22,2.100,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G68650XP,Gal(b1-4)Man-ol,disaccharide,344.13,2.000,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G09630SJ,Gal(b1-6)Man-ol,disaccharide,344.13,2.000,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G25268QT,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,oligosaccharide,709.26,1.900,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G83131MU,Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1277.48,1.900,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G16717IV,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1521.58,1.800,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G13974DV,Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1236.45,1.600,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G86906WK,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc-ol,polysaccharide,855.32,1.600,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G79890BQ,Neu5Ac(a2-8)Neu5Ac(a2-3)[Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc-ol,oligosaccharide,1873.65,1.600,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G57641IF,Neu5Ac(a2-8)Neu5Ac(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc-ol,oligosaccharide,1291.45,1.500,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G75236EF,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,2518.93,1.500,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G60785FE,GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1724.66,1.500,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G13869TL,Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1560.55,1.500,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G75829VK,Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc-ol,oligosaccharide,709.26,1.500,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G42830YF,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,2372.87,1.500,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G86157UQ,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,2518.93,1.400,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G39932JF,Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc-ol,oligosaccharide,838.31,1.400,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G72344YZ,Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc-ol,oligosaccharide,668.24,1.100,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G78288HH,Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc-ol,polysaccharide,992.34,1.000,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G73241DK,Neu5Ac(a2-6)Gal(b1-4)Glc-ol,disaccharide,635.23,0.900,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G09362PR,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1115.42,0.900,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G15317IZ,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1560.55,0.700,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G08453FV,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,polysaccharide,1204.46,0.600,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G77220UE,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc-ol,disaccharide,926.32,0.500,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G03454MW,Man(a1-3)[Man(a1-6)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1074.4,0.400,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G84440YT,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1845.69,0.400,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G04681PT,Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1398.5,0.400,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G23118AT,Man(a1-3)[Man(a1-6)]Man-ol,oligosaccharide,506.18,0.300,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G97553BW,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,2079.76,0.300,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G84053BQ,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,1464.56,0.200,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G10179FS,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1642.61,0.200,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G49859TR,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,polysaccharide,1001.38,0.100,LfDB/FAC/GlyCosmos
LfDB0163,WGA,G38426SE,,unknown,,0.100,LfDB/FAC/GlyCosmos
