lectin,gl_number,uniprot,glycotoucan_id,binding_intensity,stdev,source,concentration
ConA,GL_002303,P02866,G96852SM,9.91,1.71,CFG,10
ConA,GL_002303,P02866,G56682BC,9.93,2.79,CFG,10
ConA,GL_002303,P02866,G00049MO,9.96,4.58,CFG,10
ConA,GL_002303,P02866,G67017QK,10.00,2.37,CFG,10
ConA,GL_002303,P02866,G73578JC,10.02,10.20,CFG,10
ConA,GL_002303,P02866,G33476GF,10.03,8.60,CFG,10
ConA,GL_002303,P02866,G92743LI,10.23,6.37,CFG,10
ConA,GL_002303,P02866,G01245TU,10.24,1.71,CFG,10
ConA,GL_002303,P02866,G12637ID,10.33,11.89,CFG,10
ConA,GL_002303,P02866,G83666FZ,10.45,8.57,CFG,10
ConA,GL_002303,P02866,G62117RR,10.51,5.98,CFG,10
ConA,GL_002303,P02866,G00051MO,10.56,7.75,CFG,10
ConA,GL_002303,P02866,G00056MO,10.56,9.12,CFG,10
ConA,GL_002303,P02866,G00068MO,10.70,9.64,CFG,10
ConA,GL_002303,P02866,G93600HQ,10.80,6.50,CFG,10
ConA,GL_002303,P02866,G09681LD,10.86,4.72,CFG,10
ConA,GL_002303,P02866,G35679TE,10.88,5.06,CFG,10
ConA,GL_002303,P02866,G73480MV,11.00,4.78,CFG,10
ConA,GL_002303,P02866,G92148WA,11.01,8.55,CFG,10
ConA,GL_002303,P02866,G00052MO,11.07,1.90,CFG,10
ConA,GL_002303,P02866,G73077PR,11.09,9.06,CFG,10
ConA,GL_002303,P02866,G12460DL,11.09,5.59,CFG,10
ConA,GL_002303,P02866,G44738JR,11.10,23.13,CFG,10
ConA,GL_002303,P02866,G88313DY,11.16,7.38,CFG,10
ConA,GL_002303,P02866,G29703NT,11.17,6.84,CFG,10
ConA,GL_002303,P02866,G00065MO,11.32,5.05,CFG,10
ConA,GL_002303,P02866,G61459JW,11.33,13.67,CFG,10
ConA,GL_002303,P02866,G17963KW,11.36,8.86,CFG,10
ConA,GL_002303,P02866,G22418PV,11.44,5.74,CFG,10
ConA,GL_002303,P02866,G69522TI,11.53,5.58,CFG,10
ConA,GL_002303,P02866,G25787HL,11.57,3.21,CFG,10
ConA,GL_002303,P02866,G61459JW,11.58,5.76,CFG,10
ConA,GL_002303,P02866,G97249VB,11.74,4.20,CFG,10
ConA,GL_002303,P02866,G76607YV,11.81,8.18,CFG,10
ConA,GL_002303,P02866,G24432YB,11.86,11.31,CFG,10
ConA,GL_002303,P02866,G57784EB,11.86,8.43,CFG,10
ConA,GL_002303,P02866,G67969KB,11.89,8.48,CFG,10
ConA,GL_002303,P02866,G00066MO,11.91,8.78,CFG,10
ConA,GL_002303,P02866,G00055MO,11.95,11.85,CFG,10
ConA,GL_002303,P02866,G66163TI,11.99,3.97,CFG,10
ConA,GL_002303,P02866,G07357YR,12.16,6.38,CFG,10
ConA,GL_002303,P02866,G97831QV,12.26,5.09,CFG,10
ConA,GL_002303,P02866,G40025AL,12.26,3.68,CFG,10
ConA,GL_002303,P02866,G46776WR,12.29,11.91,CFG,10
ConA,GL_002303,P02866,G00035MO,12.32,12.67,CFG,10
ConA,GL_002303,P02866,G58399HX,12.57,7.44,CFG,10
ConA,GL_002303,P02866,G00047MO,12.78,8.68,CFG,10
ConA,GL_002303,P02866,G29440SE,12.84,2.98,CFG,10
ConA,GL_002303,P02866,G03629LR,12.86,8.08,CFG,10
ConA,GL_002303,P02866,G27818GJ,12.91,3.84,CFG,10
ConA,GL_002303,P02866,G94211YR,12.96,5.85,CFG,10
ConA,GL_002303,P02866,G26238GL,13.02,12.43,CFG,10
ConA,GL_002303,P02866,G45188RH,13.23,15.17,CFG,10
ConA,GL_002303,P02866,G36698XD,13.29,6.71,CFG,10
ConA,GL_002303,P02866,G00033MO,13.32,9.28,CFG,10
ConA,GL_002303,P02866,G00031MO,13.33,4.56,CFG,10
ConA,GL_002303,P02866,G29489NE,13.36,13.29,CFG,10
ConA,GL_002303,P02866,G60430KO,13.41,3.18,CFG,10
ConA,GL_002303,P02866,G46055MA,13.53,8.78,CFG,10
ConA,GL_002303,P02866,G57591KJ,13.54,10.27,CFG,10
ConA,GL_002303,P02866,G43784HS,13.57,5.55,CFG,10
ConA,GL_002303,P02866,G70573KH,13.62,8.66,CFG,10
ConA,GL_002303,P02866,G08872UM,13.64,9.14,CFG,10
ConA,GL_002303,P02866,G54118CT,13.72,5.22,CFG,10
ConA,GL_002303,P02866,G12661AN,13.72,9.20,CFG,10
ConA,GL_002303,P02866,G87492XO,13.77,8.11,CFG,10
ConA,GL_002303,P02866,G08176ZW,13.80,7.35,CFG,10
ConA,GL_002303,P02866,G47548GA,13.86,7.71,CFG,10
ConA,GL_002303,P02866,G00047MO,13.92,6.56,CFG,10
ConA,GL_002303,P02866,G59754DB,14.00,5.05,CFG,10
ConA,GL_002303,P02866,G31119YY,14.02,8.56,CFG,10
ConA,GL_002303,P02866,G55954SF,14.17,12.85,CFG,10
ConA,GL_002303,P02866,G39023AU,14.29,6.90,CFG,10
ConA,GL_002303,P02866,G00037MO,14.32,7.29,CFG,10
ConA,GL_002303,P02866,G93899SO,14.50,3.97,CFG,10
ConA,GL_002303,P02866,G14900XK,14.52,8.23,CFG,10
ConA,GL_002303,P02866,G25651TK,14.57,4.44,CFG,10
ConA,GL_002303,P02866,G92115PW,14.62,7.66,CFG,10
ConA,GL_002303,P02866,G93468NI,14.67,7.72,CFG,10
ConA,GL_002303,P02866,G05252XR,14.68,1.81,CFG,10
ConA,GL_002303,P02866,G03044ED,14.94,9.75,CFG,10
ConA,GL_002303,P02866,G75789AR,14.99,3.99,CFG,10
ConA,GL_002303,P02866,G73578JC,15.04,13.12,CFG,10
ConA,GL_002303,P02866,G47362BJ,15.05,6.60,CFG,10
ConA,GL_002303,P02866,G00058MO,15.14,5.29,CFG,10
ConA,GL_002303,P02866,G19524AS,15.18,2.20,CFG,10
ConA,GL_002303,P02866,G80062GG,15.20,2.84,CFG,10
ConA,GL_002303,P02866,G24504JY,15.41,12.14,CFG,10
ConA,GL_002303,P02866,G00053MO,15.44,7.89,CFG,10
ConA,GL_002303,P02866,G00076PK,15.44,8.78,CFG,10
ConA,GL_002303,P02866,G09938IH,15.48,8.09,CFG,10
ConA,GL_002303,P02866,G48558GR,15.50,8.99,CFG,10
ConA,GL_002303,P02866,G57729TT,15.73,9.95,CFG,10
ConA,GL_002303,P02866,G42666HT,15.76,13.11,CFG,10
ConA,GL_002303,P02866,G65832SQ,15.77,8.65,CFG,10
ConA,GL_002303,P02866,G08169IN,15.87,13.80,CFG,10
ConA,GL_002303,P02866,G01801SZ,15.89,5.84,CFG,10
ConA,GL_002303,P02866,G65112QB,15.99,11.00,CFG,10
ConA,GL_002303,P02866,G64973KT,16.00,1.02,CFG,10
ConA,GL_002303,P02866,G76355TG,16.07,8.04,CFG,10
ConA,GL_002303,P02866,G87918MK,16.19,3.60,CFG,10
ConA,GL_002303,P02866,G04624DG,16.23,13.04,CFG,10
ConA,GL_002303,P02866,G67272YR,16.28,4.08,CFG,10
ConA,GL_002303,P02866,G61418DU,16.30,14.93,CFG,10
ConA,GL_002303,P02866,G00056MO,16.32,10.99,CFG,10
ConA,GL_002303,P02866,G98465JN,16.47,7.92,CFG,10
ConA,GL_002303,P02866,G00055MO,16.52,8.56,CFG,10
ConA,GL_002303,P02866,G75472OU,16.57,4.27,CFG,10
ConA,GL_002303,P02866,G52068VK,16.62,14.46,CFG,10
ConA,GL_002303,P02866,G34073UX,16.71,5.40,CFG,10
ConA,GL_002303,P02866,G08396BF,16.79,9.01,CFG,10
ConA,GL_002303,P02866,G96881BQ,16.81,11.79,CFG,10
ConA,GL_002303,P02866,G28868ZC,16.84,1.03,CFG,10
ConA,GL_002303,P02866,G27947PN,16.85,5.67,CFG,10
ConA,GL_002303,P02866,G01534TU,16.86,7.08,CFG,10
ConA,GL_002303,P02866,G79389NT,17.02,13.66,CFG,10
ConA,GL_002303,P02866,G52360ZJ,17.11,3.52,CFG,10
ConA,GL_002303,P02866,G31734OS,17.17,13.22,CFG,10
ConA,GL_002303,P02866,G04497XO,17.22,3.44,CFG,10
ConA,GL_002303,P02866,G17807LO,17.42,7.63,CFG,10
ConA,GL_002303,P02866,G62735WZ,17.44,6.46,CFG,10
ConA,GL_002303,P02866,G58896AZ,17.58,8.71,CFG,10
ConA,GL_002303,P02866,G78959US,17.80,2.85,CFG,10
ConA,GL_002303,P02866,G26166QH,17.89,8.09,CFG,10
ConA,GL_002303,P02866,G28659UB,17.94,9.40,CFG,10
ConA,GL_002303,P02866,G59782MA,17.98,8.37,CFG,10
ConA,GL_002303,P02866,G36387CV,18.08,7.53,CFG,10
ConA,GL_002303,P02866,G57321FI,18.08,12.83,CFG,10
ConA,GL_002303,P02866,G13058JI,18.09,4.54,CFG,10
ConA,GL_002303,P02866,G46568RJ,18.44,7.31,CFG,10
ConA,GL_002303,P02866,G29487JS,18.51,13.98,CFG,10
ConA,GL_002303,P02866,G73646HZ,18.54,0.66,CFG,10
ConA,GL_002303,P02866,G74709RD,18.63,6.47,CFG,10
ConA,GL_002303,P02866,G91532KA,18.89,7.98,CFG,10
ConA,GL_002303,P02866,G22185MF,18.93,9.23,CFG,10
ConA,GL_002303,P02866,G00076PK,18.96,12.68,CFG,10
ConA,GL_002303,P02866,G26555CS,19.01,4.94,CFG,10
ConA,GL_002303,P02866,G34476JC,19.24,7.52,CFG,10
ConA,GL_002303,P02866,G40696TO,19.31,17.12,CFG,10
ConA,GL_002303,P02866,G22203BB,19.57,13.64,CFG,10
ConA,GL_002303,P02866,G00037MO,19.59,7.47,CFG,10
ConA,GL_002303,P02866,G80587NA,19.68,7.13,CFG,10
ConA,GL_002303,P02866,G58896AZ,19.69,3.96,CFG,10
ConA,GL_002303,P02866,G35116BF,19.81,11.62,CFG,10
ConA,GL_002303,P02866,G42666HT,20.19,13.79,CFG,10
ConA,GL_002303,P02866,G40696TO,20.38,3.95,CFG,10
ConA,GL_002303,P02866,G00054MO,20.60,13.26,CFG,10
ConA,GL_002303,P02866,G50850NI,20.63,14.03,CFG,10
ConA,GL_002303,P02866,G97763JB,20.65,10.44,CFG,10
ConA,GL_002303,P02866,G56682BC,20.70,10.69,CFG,10
ConA,GL_002303,P02866,G37184KW,20.70,7.10,CFG,10
ConA,GL_002303,P02866,G48120WX,20.90,8.93,CFG,10
ConA,GL_002303,P02866,G38999IM,20.92,10.74,CFG,10
ConA,GL_002303,P02866,G46776WR,20.93,13.30,CFG,10
ConA,GL_002303,P02866,G00057MO,21.01,5.40,CFG,10
ConA,GL_002303,P02866,G56052QV,21.01,14.92,CFG,10
ConA,GL_002303,P02866,G91982VB,21.35,4.60,CFG,10
ConA,GL_002303,P02866,G96487RC,21.55,18.66,CFG,10
ConA,GL_002303,P02866,G11647UD,21.58,26.10,CFG,10
ConA,GL_002303,P02866,G53869ZZ,21.61,8.18,CFG,10
ConA,GL_002303,P02866,G78074HX,21.88,11.77,CFG,10
ConA,GL_002303,P02866,G00052MO,21.95,3.75,CFG,10
ConA,GL_002303,P02866,G44060QH,22.04,7.72,CFG,10
ConA,GL_002303,P02866,G13626XX,22.22,8.87,CFG,10
ConA,GL_002303,P02866,G96865DJ,22.48,12.35,CFG,10
ConA,GL_002303,P02866,G30558XQ,22.90,19.62,CFG,10
ConA,GL_002303,P02866,G48740SL,22.97,11.55,CFG,10
ConA,GL_002303,P02866,G99454KR,23.06,15.07,CFG,10
ConA,GL_002303,P02866,G00031MO,23.09,14.14,CFG,10
ConA,GL_002303,P02866,G21856LC,23.19,12.03,CFG,10
ConA,GL_002303,P02866,G28868ZC,23.31,5.16,CFG,10
ConA,GL_002303,P02866,G84224TW,23.36,5.17,CFG,10
ConA,GL_002303,P02866,G60713GB,23.40,11.35,CFG,10
ConA,GL_002303,P02866,G85213RR,23.50,2.17,CFG,10
ConA,GL_002303,P02866,G56703WU,23.54,9.29,CFG,10
ConA,GL_002303,P02866,G91237TK,23.55,10.30,CFG,10
ConA,GL_002303,P02866,G94173VC,23.62,11.74,CFG,10
ConA,GL_002303,P02866,G22708NH,23.77,10.81,CFG,10
ConA,GL_002303,P02866,G44411RJ,23.84,10.85,CFG,10
ConA,GL_002303,P02866,G50318MT,23.95,6.77,CFG,10
ConA,GL_002303,P02866,G06239NA,23.99,9.98,CFG,10
ConA,GL_002303,P02866,G08244HV,24.08,2.86,CFG,10
ConA,GL_002303,P02866,G76861MB,24.19,5.77,CFG,10
ConA,GL_002303,P02866,G09509BG,24.20,12.08,CFG,10
ConA,GL_002303,P02866,G65562ZE,24.35,13.99,CFG,10
ConA,GL_002303,P02866,G34356AA,24.38,8.58,CFG,10
ConA,GL_002303,P02866,G21354HK,24.66,13.94,CFG,10
ConA,GL_002303,P02866,G11423ZI,24.68,28.77,CFG,10
ConA,GL_002303,P02866,G66916RU,24.72,15.52,CFG,10
ConA,GL_002303,P02866,G49108TO,24.93,13.58,CFG,10
ConA,GL_002303,P02866,G12074QJ,25.47,13.68,CFG,10
ConA,GL_002303,P02866,G95595RA,25.50,14.24,CFG,10
ConA,GL_002303,P02866,G11457RF,25.53,13.08,CFG,10
ConA,GL_002303,P02866,G95894VW,25.61,14.05,CFG,10
ConA,GL_002303,P02866,G51162XR,25.83,13.70,CFG,10
ConA,GL_002303,P02866,G47548GA,25.95,9.38,CFG,10
ConA,GL_002303,P02866,G49542DJ,25.97,21.18,CFG,10
ConA,GL_002303,P02866,G09575SG,26.32,24.68,CFG,10
ConA,GL_002303,P02866,G72548RZ,26.38,7.17,CFG,10
ConA,GL_002303,P02866,G09546QO,26.75,21.71,CFG,10
ConA,GL_002303,P02866,G44375VE,26.82,14.51,CFG,10
ConA,GL_002303,P02866,G86784SP,26.84,14.32,CFG,10
ConA,GL_002303,P02866,G81516LH,27.17,12.46,CFG,10
ConA,GL_002303,P02866,G46849JR,27.35,10.00,CFG,10
ConA,GL_002303,P02866,G58274PS,27.64,13.70,CFG,10
ConA,GL_002303,P02866,G51131QL,27.64,9.16,CFG,10
ConA,GL_002303,P02866,G58590MR,27.67,15.60,CFG,10
ConA,GL_002303,P02866,G87385MI,27.73,24.24,CFG,10
ConA,GL_002303,P02866,G20744UW,27.80,8.38,CFG,10
ConA,GL_002303,P02866,G08539FO,27.90,21.22,CFG,10
ConA,GL_002303,P02866,G14344KX,27.99,10.11,CFG,10
ConA,GL_002303,P02866,G78818SP,27.99,9.98,CFG,10
ConA,GL_002303,P02866,G24684AO,28.10,5.37,CFG,10
ConA,GL_002303,P02866,G66367EU,28.16,9.41,CFG,10
ConA,GL_002303,P02866,G63069TR,28.18,12.47,CFG,10
ConA,GL_002303,P02866,G35446HX,28.53,11.59,CFG,10
ConA,GL_002303,P02866,G55144QZ,28.77,27.90,CFG,10
ConA,GL_002303,P02866,G00057MO,28.94,19.64,CFG,10
ConA,GL_002303,P02866,G49668VU,28.96,12.18,CFG,10
ConA,GL_002303,P02866,G20044TD,29.37,11.22,CFG,10
ConA,GL_002303,P02866,G41052GC,29.37,10.73,CFG,10
ConA,GL_002303,P02866,G97894OW,29.42,13.18,CFG,10
ConA,GL_002303,P02866,G09183JD,29.74,18.99,CFG,10
ConA,GL_002303,P02866,G28148HG,29.95,10.63,CFG,10
ConA,GL_002303,P02866,G74917JX,30.11,16.30,CFG,10
ConA,GL_002303,P02866,G96881BQ,30.29,7.89,CFG,10
ConA,GL_002303,P02866,G90562PB,30.73,24.04,CFG,10
ConA,GL_002303,P02866,G49322HB,30.78,15.19,CFG,10
ConA,GL_002303,P02866,G09588MX,30.86,9.08,CFG,10
ConA,GL_002303,P02866,G48898TH,31.30,23.92,CFG,10
ConA,GL_002303,P02866,G33986KK,31.40,9.73,CFG,10
ConA,GL_002303,P02866,G13034PC,31.45,5.71,CFG,10
ConA,GL_002303,P02866,G77477NL,31.48,18.37,CFG,10
ConA,GL_002303,P02866,G47649ZW,31.80,15.68,CFG,10
ConA,GL_002303,P02866,G04497XO,31.96,12.34,CFG,10
ConA,GL_002303,P02866,G03229RU,32.04,16.42,CFG,10
ConA,GL_002303,P02866,G28052FT,32.07,13.33,CFG,10
ConA,GL_002303,P02866,G00033MO,32.12,10.74,CFG,10
ConA,GL_002303,P02866,G50645ZL,32.13,24.17,CFG,10
ConA,GL_002303,P02866,G89673NK,32.19,6.84,CFG,10
ConA,GL_002303,P02866,G02657AK,32.71,13.81,CFG,10
ConA,GL_002303,P02866,G52713HV,32.83,16.13,CFG,10
ConA,GL_002303,P02866,G20818VS,32.97,15.26,CFG,10
ConA,GL_002303,P02866,G73991ZU,33.07,11.84,CFG,10
ConA,GL_002303,P02866,G97494HI,33.25,18.00,CFG,10
ConA,GL_002303,P02866,G50850NI,33.65,23.44,CFG,10
ConA,GL_002303,P02866,G97474SU,33.89,9.47,CFG,10
ConA,GL_002303,P02866,G88356HA,33.89,19.81,CFG,10
ConA,GL_002303,P02866,G07670VS,33.94,13.95,CFG,10
ConA,GL_002303,P02866,G00050MO,34.27,7.79,CFG,10
ConA,GL_002303,P02866,G04624DG,34.56,30.97,CFG,10
ConA,GL_002303,P02866,G78706CK,34.79,17.16,CFG,10
ConA,GL_002303,P02866,G90333CG,36.71,18.88,CFG,10
ConA,GL_002303,P02866,G74840NI,36.73,13.52,CFG,10
ConA,GL_002303,P02866,G06873PC,37.30,21.69,CFG,10
ConA,GL_002303,P02866,G41033YN,37.31,10.69,CFG,10
ConA,GL_002303,P02866,G25562BM,37.37,6.66,CFG,10
ConA,GL_002303,P02866,G07819HC,38.11,13.46,CFG,10
ConA,GL_002303,P02866,G88274ER,39.29,25.57,CFG,10
ConA,GL_002303,P02866,G84824ZO,39.30,6.03,CFG,10
ConA,GL_002303,P02866,G76763LN,39.39,10.80,CFG,10
ConA,GL_002303,P02866,G30586ZX,40.04,17.59,CFG,10
ConA,GL_002303,P02866,G71142DF,40.78,16.64,CFG,10
ConA,GL_002303,P02866,G29548YX,41.16,23.74,CFG,10
ConA,GL_002303,P02866,G54115JL,41.29,10.87,CFG,10
ConA,GL_002303,P02866,G53266MQ,41.69,23.39,CFG,10
ConA,GL_002303,P02866,G99893CA,41.99,13.98,CFG,10
ConA,GL_002303,P02866,G07397MN,42.48,20.21,CFG,10
ConA,GL_002303,P02866,G02522JF,42.74,19.56,CFG,10
ConA,GL_002303,P02866,G76362LL,42.90,22.79,CFG,10
ConA,GL_002303,P02866,G84224TW,43.04,12.23,CFG,10
ConA,GL_002303,P02866,G28693FR,43.23,3.57,CFG,10
ConA,GL_002303,P02866,G08806VI,43.56,14.64,CFG,10
ConA,GL_002303,P02866,G05562YT,43.57,7.82,CFG,10
ConA,GL_002303,P02866,G99053DY,43.60,23.37,CFG,10
ConA,GL_002303,P02866,G87813TS,44.95,25.66,CFG,10
ConA,GL_002303,P02866,G76355TG,45.55,11.09,CFG,10
ConA,GL_002303,P02866,G00059MO,45.78,11.27,CFG,10
ConA,GL_002303,P02866,G36476BA,45.94,8.29,CFG,10
ConA,GL_002303,P02866,G09397NL,47.00,18.69,CFG,10
ConA,GL_002303,P02866,G49108TO,48.05,19.47,CFG,10
ConA,GL_002303,P02866,G51080VE,48.54,17.55,CFG,10
ConA,GL_002303,P02866,G51855ZY,48.79,11.33,CFG,10
ConA,GL_002303,P02866,G41372SJ,49.21,26.97,CFG,10
ConA,GL_002303,P02866,G91317CD,49.48,23.05,CFG,10
ConA,GL_002303,P02866,G85608AG,50.50,10.78,CFG,10
ConA,GL_002303,P02866,G95742RK,50.89,18.45,CFG,10
ConA,GL_002303,P02866,G91237TK,51.39,26.63,CFG,10
ConA,GL_002303,P02866,G07411ON,52.50,8.19,CFG,10
ConA,GL_002303,P02866,G55718HL,53.68,9.67,CFG,10
ConA,GL_002303,P02866,G69211UR,53.68,8.47,CFG,10
ConA,GL_002303,P02866,G13773HT,54.41,18.01,CFG,10
ConA,GL_002303,P02866,G52173UV,54.78,37.19,CFG,10
ConA,GL_002303,P02866,G69728IZ,55.32,9.18,CFG,10
ConA,GL_002303,P02866,G00050MO,55.34,9.77,CFG,10
ConA,GL_002303,P02866,G51911JA,56.50,8.80,CFG,10
ConA,GL_002303,P02866,G96655MP,57.22,13.91,CFG,10
ConA,GL_002303,P02866,G95306KD,59.24,14.06,CFG,10
ConA,GL_002303,P02866,G56038WC,59.24,25.73,CFG,10
ConA,GL_002303,P02866,G65889KE,59.97,9.85,CFG,10
ConA,GL_002303,P02866,G32357ON,60.83,12.49,CFG,10
ConA,GL_002303,P02866,G47975BB,61.64,21.99,CFG,10
ConA,GL_002303,P02866,G10488WF,62.29,24.32,CFG,10
ConA,GL_002303,P02866,G54826OZ,64.47,39.74,CFG,10
ConA,GL_002303,P02866,G38859XU,64.57,28.74,CFG,10
ConA,GL_002303,P02866,G04187IN,64.89,32.01,CFG,10
ConA,GL_002303,P02866,G24142JB,66.18,12.70,CFG,10
ConA,GL_002303,P02866,G67646HL,70.56,15.52,CFG,10
ConA,GL_002303,P02866,G91532KA,71.34,10.49,CFG,10
ConA,GL_002303,P02866,G64271BN,71.76,21.89,CFG,10
ConA,GL_002303,P02866,G11998FO,71.96,7.75,CFG,10
ConA,GL_002303,P02866,G57321FI,72.89,16.78,CFG,10
ConA,GL_002303,P02866,G40183QN,75.47,12.26,CFG,10
ConA,GL_002303,P02866,G41245OZ,84.79,21.41,CFG,10
ConA,GL_002303,P02866,G86702JK,85.50,24.94,CFG,10
ConA,GL_002303,P02866,G93612YS,85.85,7.60,CFG,10
ConA,GL_002303,P02866,G14829OL,88.02,9.95,CFG,10
ConA,GL_002303,P02866,G58827HR,89.22,22.92,CFG,10
ConA,GL_002303,P02866,G08107SW,89.51,37.60,CFG,10
ConA,GL_002303,P02866,G00924FH,96.55,31.91,CFG,10
ConA,GL_002303,P02866,G28678TH,103.29,17.50,CFG,10
ConA,GL_002303,P02866,G21808VY,105.31,23.64,CFG,10
ConA,GL_002303,P02866,G74325TG,107.56,23.26,CFG,10
ConA,GL_002303,P02866,G76524PQ,120.48,14.19,CFG,10
ConA,GL_002303,P02866,G66120GK,123.23,44.87,CFG,10
ConA,GL_002303,P02866,G86537AD,123.58,12.24,CFG,10
ConA,GL_002303,P02866,G06714AG,136.22,11.65,CFG,10
ConA,GL_002303,P02866,G87360NI,138.33,11.63,CFG,10
ConA,GL_002303,P02866,G04026JU,139.16,19.31,CFG,10
ConA,GL_002303,P02866,G71121NN,143.61,21.71,CFG,10
ConA,GL_002303,P02866,G41722LN,150.50,28.80,CFG,10
ConA,GL_002303,P02866,G52880ZN,158.27,18.52,CFG,10
ConA,GL_002303,P02866,G57604VY,168.23,16.92,CFG,10
ConA,GL_002303,P02866,G50779LX,168.60,18.27,CFG,10
ConA,GL_002303,P02866,G83133GQ,173.56,3.59,CFG,10
ConA,GL_002303,P02866,G07932PU,191.11,56.90,CFG,10
ConA,GL_002303,P02866,G66271TT,192.39,53.82,CFG,10
ConA,GL_002303,P02866,G70021TR,203.27,15.38,CFG,10
ConA,GL_002303,P02866,G45256SO,209.55,29.61,CFG,10
ConA,GL_002303,P02866,G79535HZ,220.10,43.77,CFG,10
ConA,GL_002303,P02866,G13413XO,226.82,42.75,CFG,10
ConA,GL_002303,P02866,G97894QD,247.57,20.85,CFG,10
ConA,GL_002303,P02866,G88696BY,247.62,25.89,CFG,10
ConA,GL_002303,P02866,G46222DM,251.27,3.58,CFG,10
ConA,GL_002303,P02866,G73723ZY,268.72,43.30,CFG,10
ConA,GL_002303,P02866,G95492XR,270.05,31.34,CFG,10
ConA,GL_002303,P02866,G94435QH,289.03,75.15,CFG,10
ConA,GL_002303,P02866,G88094DN,301.39,25.52,CFG,10
ConA,GL_002303,P02866,G09520ZQ,303.87,76.34,CFG,10
ConA,GL_002303,P02866,G25707UW,305.35,39.25,CFG,10
ConA,GL_002303,P02866,G25225ZP,321.60,39.87,CFG,10
ConA,GL_002303,P02866,G16777TF,326.24,36.67,CFG,10
ConA,GL_002303,P02866,G59126YU,350.82,60.00,CFG,10
ConA,GL_002303,P02866,G17140YY,362.79,29.47,CFG,10
ConA,GL_002303,P02866,G80313NY,376.96,10.63,CFG,10
ConA,GL_002303,P02866,G14014EQ,378.26,30.11,CFG,10
ConA,GL_002303,P02866,G58980LZ,437.16,32.02,CFG,10
ConA,GL_002303,P02866,G90423CD,448.27,37.61,CFG,10
ConA,GL_002303,P02866,G18625KA,479.77,71.30,CFG,10
ConA,GL_002303,P02866,G58161NS,513.92,120.22,CFG,10
ConA,GL_002303,P02866,G12187FG,517.97,108.65,CFG,10
ConA,GL_002303,P02866,G58169ID,656.43,93.45,CFG,10
ConA,GL_002303,P02866,G12518FG,714.13,59.21,CFG,10
ConA,GL_002303,P02866,G61435KZ,744.95,65.45,CFG,10
ConA,GL_002303,P02866,G58956TM,753.54,28.26,CFG,10
ConA,GL_002303,P02866,G18988VX,789.10,98.54,CFG,10
ConA,GL_002303,P02866,G30627OI,798.30,8.67,CFG,10
ConA,GL_002303,P02866,G71124KE,979.49,106.59,CFG,10
ConA,GL_002303,P02866,G71994UD,1029.95,84.47,CFG,10
ConA,GL_002303,P02866,G86522OD,1187.46,266.05,CFG,10
ConA,GL_002303,P02866,G71793UG,1220.31,324.37,CFG,10
ConA,GL_002303,P02866,G35382VN,1277.19,155.22,CFG,10
ConA,GL_002303,P02866,G48440GN,1313.87,122.56,CFG,10
ConA,GL_002303,P02866,G59122OR,1334.83,95.23,CFG,10
ConA,GL_002303,P02866,G39509DP,1525.66,216.36,CFG,10
ConA,GL_002303,P02866,G69804WT,1565.53,181.08,CFG,10
ConA,GL_002303,P02866,G27432KC,1775.71,33.11,CFG,10
ConA,GL_002303,P02866,G01614ZM,1973.46,494.41,CFG,10
ConA,GL_002303,P02866,G93204KY,2024.59,437.63,CFG,10
ConA,GL_002303,P02866,G24604HV,2206.79,67.99,CFG,10
ConA,GL_002303,P02866,G36972EH,2287.32,124.72,CFG,10
ConA,GL_002303,P02866,G90672BM,2451.07,147.92,CFG,10
ConA,GL_002303,P02866,G73703YI,2601.17,330.10,CFG,10
ConA,GL_002303,P02866,G61491DK,2659.69,493.74,CFG,10
ConA,GL_002303,P02866,G64950NP,2699.97,184.74,CFG,10
ConA,GL_002303,P02866,G26298FT,2736.30,292.43,CFG,10
ConA,GL_002303,P02866,G11960UF,3481.70,109.15,CFG,10
ConA,GL_002303,P02866,G36200ZL,3498.44,258.93,CFG,10
ConA,GL_002303,P02866,G32889SE,4017.43,123.85,CFG,10
ConA,GL_002303,P02866,G19687OL,4431.31,455.64,CFG,10
ConA,GL_002303,P02866,G42463OP,4522.01,564.90,CFG,10
ConA,GL_002303,P02866,G18938DW,4617.89,481.68,CFG,10
ConA,GL_002303,P02866,G19134QI,4631.54,479.84,CFG,10
ConA,GL_002303,P02866,G24896TK,4702.94,469.50,CFG,10
ConA,GL_002303,P02866,G75389VS,4768.45,462.79,CFG,10
ConA,GL_002303,P02866,G45359RY,5085.51,221.10,CFG,10
ConA,GL_002303,P02866,G38121JC,6047.00,149.24,CFG,10
ConA,GL_002303,P02866,G75584LU,6160.94,574.06,CFG,10
ConA,GL_002303,P02866,G98369DU,6292.78,551.01,CFG,10
ConA,GL_002303,P02866,G81085EP,6307.58,256.68,CFG,10
ConA,GL_002303,P02866,G57675TR,6352.59,341.41,CFG,10
ConA,GL_002303,P02866,G64586PM,6488.92,361.64,CFG,10
ConA,GL_002303,P02866,G40529FD,6491.34,715.89,CFG,10
ConA,GL_002303,P02866,G31152NK,6535.65,735.46,CFG,10
ConA,GL_002303,P02866,G18320HP,6656.65,343.51,CFG,10
ConA,GL_002303,P02866,G92147YE,7467.74,804.82,CFG,10
ConA,GL_002303,P02866,G40735XY,7471.67,611.85,CFG,10
