lectin,gl_number,uniprot,glycotoucan_id,binding_intensity,stdev,source,concentration
ConA,GL_002303,P02866,G25505UF,0.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G15998WM,0.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G99533GU,1.00,2.00,ASNLinked,0.1
ConA,GL_002303,P02866,G45209NR,1.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G56318NV,1.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G91413ZX,1.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G98366ZJ,1.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G19444JC,1.00,4.00,ASNLinked,0.1
ConA,GL_002303,P02866,G94531EZ,1.00,3.00,ASNLinked,0.1
ConA,GL_002303,P02866,G78030KJ,1.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G39018CC,1.00,3.00,ASNLinked,0.1
ConA,GL_002303,P02866,G72506RN,2.00,4.00,ASNLinked,0.1
ConA,GL_002303,P02866,G00176HZ,5.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G18938DW,6.00,1.00,ASNLinked,0.1
ConA,GL_002303,P02866,G63889NK,10.00,3.00,ASNLinked,0.1
ConA,GL_002303,P02866,G28800UK,12.00,6.00,ASNLinked,0.1
ConA,GL_002303,P02866,G66665YI,15.00,26.00,ASNLinked,0.1
ConA,GL_002303,P02866,G20030CU,109.00,10.00,ASNLinked,0.1
ConA,GL_002303,P02866,G29857RC,139.00,25.00,ASNLinked,0.1
ConA,GL_002303,P02866,G86357DX,188.00,12.00,ASNLinked,0.1
ConA,GL_002303,P02866,G45359RY,505.00,31.00,ASNLinked,0.1
ConA,GL_002303,P02866,G79809MM,737.00,55.00,ASNLinked,0.1
ConA,GL_002303,P02866,G10219AA,807.00,19.00,ASNLinked,0.1
ConA,GL_002303,P02866,G80393PG,1697.00,152.00,ASNLinked,0.1
ConA,GL_002303,P02866,G77252PU,1724.00,22.00,ASNLinked,0.1
ConA,GL_002303,P02866,G29011JC,1731.00,84.00,ASNLinked,0.1
ConA,GL_002303,P02866,G17689DH,1758.00,82.00,ASNLinked,0.1
ConA,GL_002303,P02866,G39213VZ,2066.00,17.00,ASNLinked,0.1
ConA,GL_002303,P02866,G80858MF,2163.00,77.00,ASNLinked,0.1
ConA,GL_002303,P02866,G61207RZ,2168.00,126.00,ASNLinked,0.1
ConA,GL_002303,P02866,G84467IZ,2305.00,134.00,ASNLinked,0.1
ConA,GL_002303,P02866,G56749GV,2344.00,203.00,ASNLinked,0.1
ConA,GL_002303,P02866,G66741YQ,3407.00,142.00,ASNLinked,0.1
ConA,GL_002303,P02866,G73866ZM,3803.00,135.00,ASNLinked,0.1
ConA,GL_002303,P02866,G36191CD,4103.00,179.00,ASNLinked,0.1
ConA,GL_002303,P02866,G78059CC,4260.00,146.00,ASNLinked,0.1
ConA,GL_002303,P02866,G22768VO,4912.00,172.00,ASNLinked,0.1
ConA,GL_002303,P02866,G03652TR,7442.00,745.00,ASNLinked,0.1
ConA,GL_002303,P02866,G56318NV,-0.50,1.00,ASNLinked,1
ConA,GL_002303,P02866,G99533GU,0.25,1.26,ASNLinked,1
ConA,GL_002303,P02866,G45209NR,0.25,0.50,ASNLinked,1
ConA,GL_002303,P02866,G91413ZX,1.25,0.96,ASNLinked,1
ConA,GL_002303,P02866,G28800UK,1.25,1.50,ASNLinked,1
ConA,GL_002303,P02866,G72506RN,1.25,0.96,ASNLinked,1
ConA,GL_002303,P02866,G66665YI,1.25,0.50,ASNLinked,1
ConA,GL_002303,P02866,G15998WM,1.50,1.73,ASNLinked,1
ConA,GL_002303,P02866,G94531EZ,1.50,4.36,ASNLinked,1
ConA,GL_002303,P02866,G25505UF,1.75,1.50,ASNLinked,1
ConA,GL_002303,P02866,G78030KJ,1.75,1.26,ASNLinked,1
ConA,GL_002303,P02866,G98366ZJ,1.75,0.96,ASNLinked,1
ConA,GL_002303,P02866,G39018CC,3.00,3.37,ASNLinked,1
ConA,GL_002303,P02866,G19444JC,38.75,78.84,ASNLinked,1
ConA,GL_002303,P02866,G63889NK,42.00,11.11,ASNLinked,1
ConA,GL_002303,P02866,G18938DW,57.25,2.63,ASNLinked,1
ConA,GL_002303,P02866,G00176HZ,145.25,2.75,ASNLinked,1
ConA,GL_002303,P02866,G20030CU,427.00,114.55,ASNLinked,1
ConA,GL_002303,P02866,G29857RC,451.00,166.19,ASNLinked,1
ConA,GL_002303,P02866,G86357DX,511.25,15.97,ASNLinked,1
ConA,GL_002303,P02866,G45359RY,1216.25,344.81,ASNLinked,1
ConA,GL_002303,P02866,G79809MM,2459.75,787.51,ASNLinked,1
ConA,GL_002303,P02866,G77252PU,3603.50,68.36,ASNLinked,1
ConA,GL_002303,P02866,G10219AA,3834.50,1328.07,ASNLinked,1
ConA,GL_002303,P02866,G17689DH,4217.00,553.71,ASNLinked,1
ConA,GL_002303,P02866,G29011JC,5397.75,1637.85,ASNLinked,1
ConA,GL_002303,P02866,G56749GV,5510.75,1686.61,ASNLinked,1
ConA,GL_002303,P02866,G80393PG,5963.50,1889.66,ASNLinked,1
ConA,GL_002303,P02866,G61207RZ,6403.25,1600.54,ASNLinked,1
ConA,GL_002303,P02866,G84467IZ,7818.25,521.18,ASNLinked,1
ConA,GL_002303,P02866,G36191CD,10164.00,184.49,ASNLinked,1
ConA,GL_002303,P02866,G73866ZM,10544.75,279.31,ASNLinked,1
ConA,GL_002303,P02866,G66741YQ,11200.75,363.19,ASNLinked,1
ConA,GL_002303,P02866,G78059CC,11274.50,433.64,ASNLinked,1
ConA,GL_002303,P02866,G80858MF,11903.25,285.40,ASNLinked,1
ConA,GL_002303,P02866,G39213VZ,14345.75,4269.84,ASNLinked,1
ConA,GL_002303,P02866,G22768VO,17219.50,3082.40,ASNLinked,1
ConA,GL_002303,P02866,G03652TR,25728.00,2098.86,ASNLinked,1
ConA,GL_002303,P02866,G21326MT,-1.33,2.16,ASYMN,0.01
ConA,GL_002303,P02866,G43176KC,-0.50,3.08,ASYMN,0.01
ConA,GL_002303,P02866,G56912OP,-0.33,1.51,ASYMN,0.01
ConA,GL_002303,P02866,G83513YI,-0.17,1.94,ASYMN,0.01
ConA,GL_002303,P02866,G29055YG,-0.17,2.40,ASYMN,0.01
ConA,GL_002303,P02866,G08429SS,0.50,1.76,ASYMN,0.01
ConA,GL_002303,P02866,G41893RM,0.50,1.38,ASYMN,0.01
ConA,GL_002303,P02866,G04576KS,0.67,2.07,ASYMN,0.01
ConA,GL_002303,P02866,G72002FC,0.67,1.21,ASYMN,0.01
ConA,GL_002303,P02866,G06374YY,0.83,1.83,ASYMN,0.01
ConA,GL_002303,P02866,G85526ZL,1.00,1.79,ASYMN,0.01
ConA,GL_002303,P02866,G65890UA,1.00,2.37,ASYMN,0.01
ConA,GL_002303,P02866,G03361KC,1.00,2.37,ASYMN,0.01
ConA,GL_002303,P02866,G95288UB,1.00,1.79,ASYMN,0.01
ConA,GL_002303,P02866,G91237TK,1.17,2.64,ASYMN,0.01
ConA,GL_002303,P02866,G03067VG,1.17,1.47,ASYMN,0.01
ConA,GL_002303,P02866,G30131YB,1.17,3.49,ASYMN,0.01
ConA,GL_002303,P02866,G31010RQ,1.17,1.60,ASYMN,0.01
ConA,GL_002303,P02866,G58896AZ,1.17,2.04,ASYMN,0.01
ConA,GL_002303,P02866,G16828VN,1.33,2.42,ASYMN,0.01
ConA,GL_002303,P02866,G29857RC,1.50,0.84,ASYMN,0.01
ConA,GL_002303,P02866,G08394CG,1.67,1.75,ASYMN,0.01
ConA,GL_002303,P02866,G41811VQ,2.33,3.50,ASYMN,0.01
ConA,GL_002303,P02866,G01767JJ,2.33,2.73,ASYMN,0.01
ConA,GL_002303,P02866,G10133VD,8.17,4.75,ASYMN,0.01
ConA,GL_002303,P02866,G77252PU,13.83,8.18,ASYMN,0.01
ConA,GL_002303,P02866,G06969ZX,21.67,3.50,ASYMN,0.01
ConA,GL_002303,P02866,G84467IZ,23.83,3.76,ASYMN,0.01
ConA,GL_002303,P02866,G97947UQ,24.20,5.57,ASYMN,0.01
ConA,GL_002303,P02866,G32305RZ,30.17,5.08,ASYMN,0.01
ConA,GL_002303,P02866,G69982RY,31.17,5.78,ASYMN,0.01
ConA,GL_002303,P02866,G36324QX,36.67,3.44,ASYMN,0.01
ConA,GL_002303,P02866,G25407RZ,38.83,5.74,ASYMN,0.01
ConA,GL_002303,P02866,G90825UM,39.33,6.98,ASYMN,0.01
ConA,GL_002303,P02866,G08520NM,40.83,7.41,ASYMN,0.01
ConA,GL_002303,P02866,G51793MY,40.83,3.87,ASYMN,0.01
ConA,GL_002303,P02866,G14047PA,43.67,5.13,ASYMN,0.01
ConA,GL_002303,P02866,G55220VL,50.00,20.86,ASYMN,0.01
ConA,GL_002303,P02866,G45560HM,50.50,4.81,ASYMN,0.01
ConA,GL_002303,P02866,G01935FK,57.00,5.76,ASYMN,0.01
ConA,GL_002303,P02866,G91365ZQ,58.00,17.97,ASYMN,0.01
ConA,GL_002303,P02866,G31555TF,61.33,12.74,ASYMN,0.01
ConA,GL_002303,P02866,G12045WP,61.67,5.01,ASYMN,0.01
ConA,GL_002303,P02866,G54505OS,65.83,6.11,ASYMN,0.01
ConA,GL_002303,P02866,G75850OP,79.33,8.29,ASYMN,0.01
ConA,GL_002303,P02866,G07995VK,83.67,2.34,ASYMN,0.01
ConA,GL_002303,P02866,G81528UX,85.67,7.00,ASYMN,0.01
ConA,GL_002303,P02866,G36191CD,107.83,13.86,ASYMN,0.01
ConA,GL_002303,P02866,G90725ZC,110.00,19.68,ASYMN,0.01
ConA,GL_002303,P02866,G63787RZ,112.17,5.08,ASYMN,0.01
ConA,GL_002303,P02866,G65597BI,126.50,14.84,ASYMN,0.01
ConA,GL_002303,P02866,G05368PM,143.83,10.53,ASYMN,0.01
ConA,GL_002303,P02866,G27919IH,154.33,15.03,ASYMN,0.01
ConA,GL_002303,P02866,G16759KR,160.83,10.15,ASYMN,0.01
ConA,GL_002303,P02866,G39213VZ,224.00,18.76,ASYMN,0.01
ConA,GL_002303,P02866,G89993FE,240.67,17.11,ASYMN,0.01
ConA,GL_002303,P02866,G04791QM,262.17,12.32,ASYMN,0.01
ConA,GL_002303,P02866,G30370YC,272.33,8.96,ASYMN,0.01
ConA,GL_002303,P02866,G88421PE,304.17,57.24,ASYMN,0.01
ConA,GL_002303,P02866,G97720QM,338.50,47.85,ASYMN,0.01
ConA,GL_002303,P02866,G80858MF,339.83,27.57,ASYMN,0.01
ConA,GL_002303,P02866,G95081VM,360.33,5.13,ASYMN,0.01
ConA,GL_002303,P02866,G66937TJ,372.00,14.55,ASYMN,0.01
ConA,GL_002303,P02866,G14996IQ,487.83,51.91,ASYMN,0.01
ConA,GL_002303,P02866,G06209KS,703.33,33.93,ASYMN,0.01
ConA,GL_002303,P02866,G28663KH,780.00,150.17,ASYMN,0.01
ConA,GL_002303,P02866,G64481DJ,1071.67,24.23,ASYMN,0.01
ConA,GL_002303,P02866,G69411IG,1149.83,118.13,ASYMN,0.01
ConA,GL_002303,P02866,G89036WC,1195.17,97.03,ASYMN,0.01
ConA,GL_002303,P02866,G61751GZ,1301.33,66.31,ASYMN,0.01
ConA,GL_002303,P02866,G07483YN,1350.17,103.42,ASYMN,0.01
ConA,GL_002303,P02866,G85526ZL,-0.83,2.32,ASYMN,0.1
ConA,GL_002303,P02866,G03067VG,-0.67,1.63,ASYMN,0.1
ConA,GL_002303,P02866,G41893RM,-0.17,1.47,ASYMN,0.1
ConA,GL_002303,P02866,G31010RQ,0.17,1.47,ASYMN,0.1
ConA,GL_002303,P02866,G83513YI,0.17,1.17,ASYMN,0.1
ConA,GL_002303,P02866,G91237TK,0.33,0.82,ASYMN,0.1
ConA,GL_002303,P02866,G01767JJ,0.33,2.88,ASYMN,0.1
ConA,GL_002303,P02866,G58896AZ,0.67,2.16,ASYMN,0.1
ConA,GL_002303,P02866,G21326MT,0.67,2.42,ASYMN,0.1
ConA,GL_002303,P02866,G41811VQ,1.17,0.75,ASYMN,0.1
ConA,GL_002303,P02866,G29055YG,1.17,1.72,ASYMN,0.1
ConA,GL_002303,P02866,G43176KC,1.33,1.63,ASYMN,0.1
ConA,GL_002303,P02866,G56912OP,1.33,1.37,ASYMN,0.1
ConA,GL_002303,P02866,G03361KC,1.33,1.03,ASYMN,0.1
ConA,GL_002303,P02866,G72002FC,1.67,2.25,ASYMN,0.1
ConA,GL_002303,P02866,G08394CG,2.83,0.75,ASYMN,0.1
ConA,GL_002303,P02866,G30131YB,7.33,14.60,ASYMN,0.1
ConA,GL_002303,P02866,G08429SS,11.33,7.06,ASYMN,0.1
ConA,GL_002303,P02866,G65890UA,15.67,3.72,ASYMN,0.1
ConA,GL_002303,P02866,G04576KS,42.33,1.97,ASYMN,0.1
ConA,GL_002303,P02866,G29857RC,58.83,18.44,ASYMN,0.1
ConA,GL_002303,P02866,G06374YY,71.17,12.17,ASYMN,0.1
ConA,GL_002303,P02866,G95288UB,99.33,15.64,ASYMN,0.1
ConA,GL_002303,P02866,G16828VN,126.00,13.28,ASYMN,0.1
ConA,GL_002303,P02866,G77252PU,371.50,40.60,ASYMN,0.1
ConA,GL_002303,P02866,G10133VD,520.33,129.42,ASYMN,0.1
ConA,GL_002303,P02866,G97947UQ,606.40,57.97,ASYMN,0.1
ConA,GL_002303,P02866,G84467IZ,659.17,81.47,ASYMN,0.1
ConA,GL_002303,P02866,G06969ZX,1011.67,100.26,ASYMN,0.1
ConA,GL_002303,P02866,G69982RY,1090.83,38.77,ASYMN,0.1
ConA,GL_002303,P02866,G32305RZ,1167.83,81.22,ASYMN,0.1
ConA,GL_002303,P02866,G36324QX,1169.83,36.41,ASYMN,0.1
ConA,GL_002303,P02866,G25407RZ,1172.33,70.37,ASYMN,0.1
ConA,GL_002303,P02866,G51793MY,1265.17,46.24,ASYMN,0.1
ConA,GL_002303,P02866,G90825UM,1313.33,164.26,ASYMN,0.1
ConA,GL_002303,P02866,G14047PA,1556.50,23.90,ASYMN,0.1
ConA,GL_002303,P02866,G45560HM,1559.00,45.82,ASYMN,0.1
ConA,GL_002303,P02866,G54505OS,1943.50,165.04,ASYMN,0.1
ConA,GL_002303,P02866,G01935FK,2067.83,98.14,ASYMN,0.1
ConA,GL_002303,P02866,G75850OP,2198.00,175.61,ASYMN,0.1
ConA,GL_002303,P02866,G91365ZQ,2248.00,423.18,ASYMN,0.1
ConA,GL_002303,P02866,G07995VK,2463.33,48.73,ASYMN,0.1
ConA,GL_002303,P02866,G81528UX,2502.00,60.20,ASYMN,0.1
ConA,GL_002303,P02866,G31555TF,2506.50,148.18,ASYMN,0.1
ConA,GL_002303,P02866,G36191CD,2829.33,90.06,ASYMN,0.1
ConA,GL_002303,P02866,G08520NM,2865.83,1029.86,ASYMN,0.1
ConA,GL_002303,P02866,G63787RZ,2896.83,94.18,ASYMN,0.1
ConA,GL_002303,P02866,G16759KR,3359.50,250.76,ASYMN,0.1
ConA,GL_002303,P02866,G90725ZC,3375.33,61.90,ASYMN,0.1
ConA,GL_002303,P02866,G55220VL,3598.33,1629.89,ASYMN,0.1
ConA,GL_002303,P02866,G12045WP,3689.33,467.14,ASYMN,0.1
ConA,GL_002303,P02866,G39213VZ,3971.33,141.07,ASYMN,0.1
ConA,GL_002303,P02866,G05368PM,3985.83,166.21,ASYMN,0.1
ConA,GL_002303,P02866,G65597BI,3988.33,111.49,ASYMN,0.1
ConA,GL_002303,P02866,G04791QM,4801.17,103.68,ASYMN,0.1
ConA,GL_002303,P02866,G27919IH,4908.67,381.69,ASYMN,0.1
ConA,GL_002303,P02866,G30370YC,5058.00,36.81,ASYMN,0.1
ConA,GL_002303,P02866,G89993FE,5091.17,225.14,ASYMN,0.1
ConA,GL_002303,P02866,G80858MF,6212.17,382.06,ASYMN,0.1
ConA,GL_002303,P02866,G95081VM,6476.83,109.96,ASYMN,0.1
ConA,GL_002303,P02866,G66937TJ,7553.83,385.99,ASYMN,0.1
ConA,GL_002303,P02866,G88421PE,8326.33,1341.58,ASYMN,0.1
ConA,GL_002303,P02866,G97720QM,8748.00,979.92,ASYMN,0.1
ConA,GL_002303,P02866,G14996IQ,9766.67,777.28,ASYMN,0.1
ConA,GL_002303,P02866,G06209KS,12935.67,790.70,ASYMN,0.1
ConA,GL_002303,P02866,G28663KH,16106.00,402.82,ASYMN,0.1
ConA,GL_002303,P02866,G89036WC,16264.67,861.33,ASYMN,0.1
ConA,GL_002303,P02866,G64481DJ,18158.83,1108.58,ASYMN,0.1
ConA,GL_002303,P02866,G69411IG,18572.50,560.18,ASYMN,0.1
ConA,GL_002303,P02866,G07483YN,19341.67,1289.27,ASYMN,0.1
ConA,GL_002303,P02866,G61751GZ,20785.50,764.62,ASYMN,0.1
ConA,GL_002303,P02866,G31010RQ,-2.83,2.56,ASYMN,1
ConA,GL_002303,P02866,G03067VG,-2.00,3.10,ASYMN,1
ConA,GL_002303,P02866,G03361KC,-2.00,2.61,ASYMN,1
ConA,GL_002303,P02866,G41893RM,-1.17,2.04,ASYMN,1
ConA,GL_002303,P02866,G85526ZL,-1.00,2.28,ASYMN,1
ConA,GL_002303,P02866,G01767JJ,-0.67,1.63,ASYMN,1
ConA,GL_002303,P02866,G91237TK,-0.50,2.43,ASYMN,1
ConA,GL_002303,P02866,G56912OP,0.00,2.19,ASYMN,1
ConA,GL_002303,P02866,G83513YI,1.67,5.72,ASYMN,1
ConA,GL_002303,P02866,G58896AZ,1.83,7.03,ASYMN,1
ConA,GL_002303,P02866,G43176KC,3.00,4.15,ASYMN,1
ConA,GL_002303,P02866,G29055YG,3.17,2.32,ASYMN,1
ConA,GL_002303,P02866,G72002FC,4.17,3.49,ASYMN,1
ConA,GL_002303,P02866,G08394CG,9.50,4.04,ASYMN,1
ConA,GL_002303,P02866,G41811VQ,9.67,8.26,ASYMN,1
ConA,GL_002303,P02866,G21326MT,12.67,23.63,ASYMN,1
ConA,GL_002303,P02866,G30131YB,30.50,13.58,ASYMN,1
ConA,GL_002303,P02866,G08429SS,85.67,15.95,ASYMN,1
ConA,GL_002303,P02866,G65890UA,240.67,26.30,ASYMN,1
ConA,GL_002303,P02866,G04576KS,749.67,36.37,ASYMN,1
ConA,GL_002303,P02866,G95288UB,843.50,121.03,ASYMN,1
ConA,GL_002303,P02866,G29857RC,954.17,248.24,ASYMN,1
ConA,GL_002303,P02866,G06374YY,2002.00,38.53,ASYMN,1
ConA,GL_002303,P02866,G16828VN,3637.00,318.13,ASYMN,1
ConA,GL_002303,P02866,G32305RZ,4391.83,982.00,ASYMN,1
ConA,GL_002303,P02866,G06969ZX,8964.33,378.09,ASYMN,1
ConA,GL_002303,P02866,G10133VD,10192.17,712.66,ASYMN,1
ConA,GL_002303,P02866,G36324QX,10866.83,446.62,ASYMN,1
ConA,GL_002303,P02866,G77252PU,12073.33,776.12,ASYMN,1
ConA,GL_002303,P02866,G97947UQ,12305.80,437.30,ASYMN,1
ConA,GL_002303,P02866,G69982RY,12365.17,604.22,ASYMN,1
ConA,GL_002303,P02866,G51793MY,13316.67,425.77,ASYMN,1
ConA,GL_002303,P02866,G91365ZQ,15334.00,1365.65,ASYMN,1
ConA,GL_002303,P02866,G90825UM,15656.50,521.89,ASYMN,1
ConA,GL_002303,P02866,G14047PA,16262.50,597.16,ASYMN,1
ConA,GL_002303,P02866,G54505OS,18525.83,735.59,ASYMN,1
ConA,GL_002303,P02866,G84467IZ,19340.50,810.26,ASYMN,1
ConA,GL_002303,P02866,G63787RZ,19931.00,720.15,ASYMN,1
ConA,GL_002303,P02866,G75850OP,20175.00,352.64,ASYMN,1
ConA,GL_002303,P02866,G07995VK,20666.83,1003.67,ASYMN,1
ConA,GL_002303,P02866,G25407RZ,20911.67,2076.49,ASYMN,1
ConA,GL_002303,P02866,G31555TF,21258.50,794.64,ASYMN,1
ConA,GL_002303,P02866,G45560HM,21804.67,813.18,ASYMN,1
ConA,GL_002303,P02866,G16759KR,23628.17,436.86,ASYMN,1
ConA,GL_002303,P02866,G90725ZC,24188.17,488.03,ASYMN,1
ConA,GL_002303,P02866,G01935FK,24563.17,983.83,ASYMN,1
ConA,GL_002303,P02866,G05368PM,25471.83,764.63,ASYMN,1
ConA,GL_002303,P02866,G12045WP,25633.83,5957.53,ASYMN,1
ConA,GL_002303,P02866,G81528UX,26172.50,708.16,ASYMN,1
ConA,GL_002303,P02866,G30370YC,26898.50,1299.08,ASYMN,1
ConA,GL_002303,P02866,G65597BI,27405.17,927.08,ASYMN,1
ConA,GL_002303,P02866,G04791QM,27758.00,396.97,ASYMN,1
ConA,GL_002303,P02866,G39213VZ,27942.00,367.01,ASYMN,1
ConA,GL_002303,P02866,G08520NM,28550.50,1359.50,ASYMN,1
ConA,GL_002303,P02866,G36191CD,28664.33,1451.26,ASYMN,1
ConA,GL_002303,P02866,G55220VL,29181.50,970.14,ASYMN,1
ConA,GL_002303,P02866,G27919IH,29345.83,1321.88,ASYMN,1
ConA,GL_002303,P02866,G89993FE,29467.83,373.01,ASYMN,1
ConA,GL_002303,P02866,G80858MF,30408.00,684.22,ASYMN,1
ConA,GL_002303,P02866,G95081VM,31976.33,553.81,ASYMN,1
ConA,GL_002303,P02866,G66937TJ,35910.17,1621.25,ASYMN,1
ConA,GL_002303,P02866,G88421PE,39312.83,765.28,ASYMN,1
ConA,GL_002303,P02866,G97720QM,40354.00,1700.18,ASYMN,1
ConA,GL_002303,P02866,G14996IQ,42869.83,569.62,ASYMN,1
ConA,GL_002303,P02866,G06209KS,43085.83,1152.38,ASYMN,1
ConA,GL_002303,P02866,G89036WC,43939.67,596.72,ASYMN,1
ConA,GL_002303,P02866,G64481DJ,46242.50,1768.47,ASYMN,1
ConA,GL_002303,P02866,G69411IG,48340.33,2914.36,ASYMN,1
ConA,GL_002303,P02866,G28663KH,49849.33,1228.08,ASYMN,1
ConA,GL_002303,P02866,G07483YN,50407.33,1115.27,ASYMN,1
ConA,GL_002303,P02866,G61751GZ,51303.67,1259.00,ASYMN,1
ConA,GL_002303,P02866,G83513YI,-95.83,20.08,ASYMN,10
ConA,GL_002303,P02866,G31010RQ,-33.17,7.99,ASYMN,10
ConA,GL_002303,P02866,G03067VG,0.17,4.71,ASYMN,10
ConA,GL_002303,P02866,G91237TK,6.50,14.76,ASYMN,10
ConA,GL_002303,P02866,G01767JJ,8.50,7.66,ASYMN,10
ConA,GL_002303,P02866,G58896AZ,11.83,28.35,ASYMN,10
ConA,GL_002303,P02866,G41893RM,15.50,38.27,ASYMN,10
ConA,GL_002303,P02866,G03361KC,27.00,47.98,ASYMN,10
ConA,GL_002303,P02866,G72002FC,58.17,24.93,ASYMN,10
ConA,GL_002303,P02866,G41811VQ,85.50,18.04,ASYMN,10
ConA,GL_002303,P02866,G21326MT,152.00,14.30,ASYMN,10
ConA,GL_002303,P02866,G43176KC,155.33,32.15,ASYMN,10
ConA,GL_002303,P02866,G85526ZL,186.50,27.75,ASYMN,10
ConA,GL_002303,P02866,G29055YG,246.33,23.44,ASYMN,10
ConA,GL_002303,P02866,G56912OP,294.50,19.40,ASYMN,10
ConA,GL_002303,P02866,G30131YB,503.83,120.15,ASYMN,10
ConA,GL_002303,P02866,G08394CG,2168.17,660.53,ASYMN,10
ConA,GL_002303,P02866,G65890UA,4206.17,2718.28,ASYMN,10
ConA,GL_002303,P02866,G08429SS,5240.50,1620.80,ASYMN,10
ConA,GL_002303,P02866,G29857RC,18960.50,1605.55,ASYMN,10
ConA,GL_002303,P02866,G04576KS,24374.83,2909.90,ASYMN,10
ConA,GL_002303,P02866,G06374YY,35199.67,1339.01,ASYMN,10
ConA,GL_002303,P02866,G77252PU,36445.00,1460.60,ASYMN,10
ConA,GL_002303,P02866,G16828VN,38673.67,2427.64,ASYMN,10
ConA,GL_002303,P02866,G32305RZ,47114.33,3677.13,ASYMN,10
ConA,GL_002303,P02866,G10133VD,47626.50,6232.85,ASYMN,10
ConA,GL_002303,P02866,G25407RZ,49616.50,1794.11,ASYMN,10
ConA,GL_002303,P02866,G95288UB,50516.67,1548.47,ASYMN,10
ConA,GL_002303,P02866,G84467IZ,53143.33,4468.88,ASYMN,10
ConA,GL_002303,P02866,G39213VZ,53831.17,1030.77,ASYMN,10
ConA,GL_002303,P02866,G08520NM,56058.67,1542.93,ASYMN,10
ConA,GL_002303,P02866,G89036WC,56781.00,1690.47,ASYMN,10
ConA,GL_002303,P02866,G36191CD,56838.67,1470.42,ASYMN,10
ConA,GL_002303,P02866,G97720QM,57506.33,6112.14,ASYMN,10
ConA,GL_002303,P02866,G69411IG,57553.00,1202.67,ASYMN,10
ConA,GL_002303,P02866,G64481DJ,57586.83,2015.17,ASYMN,10
ConA,GL_002303,P02866,G14996IQ,58515.00,1011.84,ASYMN,10
ConA,GL_002303,P02866,G06209KS,58654.17,1499.60,ASYMN,10
ConA,GL_002303,P02866,G97947UQ,58727.80,694.96,ASYMN,10
ConA,GL_002303,P02866,G16759KR,58762.00,1256.28,ASYMN,10
ConA,GL_002303,P02866,G91365ZQ,59090.33,1267.21,ASYMN,10
ConA,GL_002303,P02866,G61751GZ,59670.00,1563.67,ASYMN,10
ConA,GL_002303,P02866,G04791QM,60480.67,1182.86,ASYMN,10
ConA,GL_002303,P02866,G07483YN,60645.67,3049.01,ASYMN,10
ConA,GL_002303,P02866,G36324QX,60874.33,1554.94,ASYMN,10
ConA,GL_002303,P02866,G95081VM,61240.00,4391.59,ASYMN,10
ConA,GL_002303,P02866,G88421PE,61423.83,1582.93,ASYMN,10
ConA,GL_002303,P02866,G66937TJ,61469.00,813.56,ASYMN,10
ConA,GL_002303,P02866,G45560HM,61579.83,1192.83,ASYMN,10
ConA,GL_002303,P02866,G51793MY,61580.50,796.22,ASYMN,10
ConA,GL_002303,P02866,G12045WP,61868.83,1616.64,ASYMN,10
ConA,GL_002303,P02866,G28663KH,62186.33,1386.72,ASYMN,10
ConA,GL_002303,P02866,G55220VL,62882.00,5524.56,ASYMN,10
ConA,GL_002303,P02866,G14047PA,63196.83,1106.08,ASYMN,10
ConA,GL_002303,P02866,G01935FK,63370.83,948.69,ASYMN,10
ConA,GL_002303,P02866,G54505OS,63555.33,1594.32,ASYMN,10
ConA,GL_002303,P02866,G30370YC,63755.83,615.22,ASYMN,10
ConA,GL_002303,P02866,G31555TF,63880.17,1065.66,ASYMN,10
ConA,GL_002303,P02866,G81528UX,63894.17,646.59,ASYMN,10
ConA,GL_002303,P02866,G69982RY,63963.00,732.04,ASYMN,10
ConA,GL_002303,P02866,G90825UM,63963.33,1049.35,ASYMN,10
ConA,GL_002303,P02866,G75850OP,64173.67,585.98,ASYMN,10
ConA,GL_002303,P02866,G63787RZ,64278.50,583.45,ASYMN,10
ConA,GL_002303,P02866,G27919IH,64292.00,882.07,ASYMN,10
ConA,GL_002303,P02866,G65597BI,64378.33,618.21,ASYMN,10
ConA,GL_002303,P02866,G89993FE,64738.67,582.87,ASYMN,10
ConA,GL_002303,P02866,G06969ZX,64819.33,556.32,ASYMN,10
ConA,GL_002303,P02866,G90725ZC,64858.33,660.76,ASYMN,10
ConA,GL_002303,P02866,G80858MF,65135.17,302.50,ASYMN,10
ConA,GL_002303,P02866,G07995VK,65198.17,533.10,ASYMN,10
ConA,GL_002303,P02866,G05368PM,65423.00,14.95,ASYMN,10
ConA,GL_002303,P02866,G19134QI,-49.15,9.17,CFG,0.1
ConA,GL_002303,P02866,G96919WB,-33.87,9.34,CFG,0.1
ConA,GL_002303,P02866,G92148WA,-27.40,9.03,CFG,0.1
ConA,GL_002303,P02866,G12103ES,-24.32,7.17,CFG,0.1
ConA,GL_002303,P02866,G69440RD,-23.45,4.53,CFG,0.1
