UDA,(GlcNAc)2,8.0e2,-3.9,-4.7,-0.8,Table 11 (ref 214)
UDA,(GlcNAc)3,6.2e3,-5.1,-6.3,-1.2,Table 11 (ref 214)
UDA,(GlcNAc)4,1.44e4,-5.6,-5.1,0.5,Table 11 (ref 214)
UDA,(GlcNAc)5,2.65e4,-5.9,-5.1,0.8,Table 11 (ref 214)

table,hevein_GlcNAc_oligomers
lectin,ligand,Ka_M-1,dG_kcal_mol,dH_kcal_mol,dS_cal_mol_K,source_location
hevein,(GlcNAc)2,616,-3.8,-6.3,-8.4,Table 10 (ref 209)
hevein,(GlcNAc)3,8525,-5.4,-8.3,-9.9,Table 10 (ref 209)
hevein,(GlcNAc)4,10850,-5.5,-9.5,-13.4,Table 10 (ref 209)
hevein,(GlcNAc)5,474000,-7.8,-9.6,-6.3,Table 10 (ref 209)

table,PNA_binding
lectin,ligand,Ka_M-1,source_location
PNA,lactose,1.99e3,text p414 (ref 171)
PNA,MeαGal,3.08e3,text p414 (ref 171)
PNA,MeβGal,1.87e3,text p414 (ref 171)
PNA,T-antigen Galβ(1-3)GalNAc,2.37e4,text p414 (ref 171)

table,SBA_binding
lectin,ligand,Ka_relative,dH_kcal_mol,source_location
SBA,MeβGalNAc,50x vs MeβGal,-13.9,text p408 (ref 33)
SBA,MeβGal,1x,-10.6,text p408 (ref 33)
SBA,GalNAc,20x vs MeβGal,,text p408 (ref 33)
SBA,lactose,,-5.5,text p409
SBA,LacNAc,,-8.2,text p409
SBA,MeβLacNAc,,-7.5,text p409

table,galectin1_bovine_spleen_disaccharides
lectin,ligand,dH_kcal_mol,source_location
galectin-1 bovine,Galβ1-4Glc (lactose),-6.1,text p391 (ref 34)
galectin-1 bovine,Galβ1-4Man,-8.6,text p391 (ref 34)
galectin-1 bovine,Galβ1-3Ara,-9.6,text p391 (ref 34)
galectin-1 bovine,Galβ1S1βGal,-10.0,text p391 (ref 34)
galectin-1 bovine,Galβ1-4GlcNAc (LacNAc),-7.4,Table 1 (ref 34)
galectin-1 bovine,Galβ1-3GlcNAc,-5.9,Table 1 (ref 34)
galectin-1 bovine,Galβ1-4Fruc,-7.2,Table 1 (ref 34)

table,galectin3_human_binding
lectin,ligand,Ka_M-1,dH_kcal_mol,source_location
galectin-3,lactose,1160,-4.8,text p392 (ref 51)
galectin-3,LacNAc,7x lactose,-8.1,text p393 (ref 51)
galectin-3,LNTet,16x lactose at 8°C,-14.4,text p393 (ref 51)
galectin-3,A-tetra,37x lactose at 280K,-30.1,text p393 (ref 51)
galectin-3,2'FL,,-7.2,text p392 (ref 51)

table,GNA_monocot_lectin
lectin,ligand,Ka_M-1,dH_kcal_mol,dG_kcal_mol,source_location
GNA,MeαMan,<100,,,text p405 (ref 104)
GNA,ManR(1-3)Man,3300,-3.1,-4.8,text p405 (ref 104)
GNA,ManR(1-6)Man,1200,-2.1,-4.2,text p405 (ref 104)
GNA,trimannoside,3000,-3.9,-4.8,text p405 (ref 104)

table,Diocleinae_lectins_trimannoside_Ka
lectin,Ka_trimannoside_M-1,Ka_MeαMan_M-1,Ka_complex14_M-1,source_location
ConA,4.9e5,8.2e3,1.2e6,text p401 / Figure 14 (ref 107)
C_brasiliensis,3.7e5,1.3e4,,Figure 14 (ref 107)
D_guianensis,,,relatively high,Figure 14 / text p402
D_virgata,,,relatively high,Figure 14 / text p402
DGL,1.2e6,4.6e3,4.7e4,text p399-400 (ref 107)
D_rostrata,,1.7e3,,text p401 (ref 107)
