source_doi,10.1021/cr000401x
source_citation,"Dam TK, Brewer CF. Chem Rev 2002;102:387-429"
glycan_module_target,"Pred 2 (monosaccharide Ka), Pred 5 (deoxy additivity)"
extraction_date,2026-03-12
notes,"Values extracted from text and tables in review. All ITC at 27°C unless noted. ΔH in kcal/mol, Ka in M⁻¹, ΔG in kcal/mol, TΔS in kcal/mol"

table,ConA_monosaccharide_and_oligosaccharide_binding
lectin,ligand,Ka_M-1,dG_kcal_mol,dH_kcal_mol,TdS_kcal_mol,n_sites_per_monomer,source_location
ConA,MeαMan,8.2e3,,-8.2,,,text p397 (ref 92)
ConA,MeαMan,1.2e4,-5.6,-8.4,-2.8,1.0,Table 2 (ref 197)
ConA,trimannoside 1,4.9e5,,-14.4,,,text p397 (ref 92)
ConA,trimannoside 1,3.9e5,-7.6,-14.7,-7.1,1.0,Table 2 (ref 197)
ConA,ManR(1-3)Man,,,,,,"text p397 — constituent disaccharide, Ka and ΔH less than trimannoside"
ConA,ManR(1-6)Man,,,,,,"text p397 — constituent disaccharide, Ka and ΔH less than trimannoside"
ConA,biantennary complex 14 (ConA),1.2e6,,-10.6,,,text p400 (ref 92)
ConA,GlcNAcβ(1-2)Man,,,"low ΔH, favorable TΔS",,,text p397
ConA,isomaltose,5.1e3,,,,,Figure 1A
ConA,p-APMan,1.3e4,-5.6,-7.8,-2.2,1.0,Table 2 (ref 197)

table,ConA_deoxy_trimannoside_ΔΔH_values
lectin,analogue,position_modified,dH_kcal_mol,ddH_vs_trimannoside_kcal_mol,Ka_reduction_fold,source_location
ConA,trimannoside 1 (parent),none,-14.4,0,1,text p397-398
ConA,α(1-3)3-deoxy 3,3-OH on α(1-3)Man,-11.0,3.4,~10,text p398 (ref 93)
ConA,α(1-3)4-deoxy 4,4-OH on α(1-3)Man,,2.1,~5,text p398 (ref 94)
ConA,α(1-6)3-deoxy 7,3-OH on α(1-6)Man,,~3.2,,Figure 11 / text p399 (ref 94)
ConA,α(1-6)4-deoxy 8,4-OH on α(1-6)Man,,~3.2,,Figure 11 / text p399 (ref 94)
ConA,α(1-6)6-deoxy 9,6-OH on α(1-6)Man,,~3.2,,Figure 11 / text p399 (ref 94)
ConA,α(1-6)2-deoxy 6,2-OH on α(1-6)Man,,0.7,,text p399 (ref 106)
ConA,core 2-deoxy 10,2-OH on core Man,,1.0,,text p398 (ref 94)
ConA,core 4-deoxy 11,4-OH on core Man,,2.3,,text p398 (ref 94)
ConA,tetradeoxy 12,"3,4-deoxy α(1-3) + 2,4-deoxy core","≈MeαMan","≈MeαMan",,text p400 (ref 106)
ConA,sum of all monodeoxy ΔΔH,all 7 positions,,-17.5,,text p398 — nonlinear vs measured -14.4

table,ConA_deoxy_trimannoside_ΔΔH_values_DGL_comparison
lectin,analogue,ddH_DGL_kcal_mol,ddH_ConA_kcal_mol,source_location
DGL,α(1-6)3-deoxy 7,~6.1,~3.2,Figure 11 / text p399
DGL,α(1-6)4-deoxy 8,~6.1,~3.2,Figure 11 / text p399
DGL,α(1-6)6-deoxy 9,~6.1,~3.2,Figure 11 / text p399
DGL,α(1-6)2-deoxy 6,3.4,0.7,text p400

table,DGL_binding
lectin,ligand,Ka_M-1,dG_kcal_mol,dH_kcal_mol,TdS_kcal_mol,n_sites_per_monomer,source_location
DGL,MeαMan,4.6e3,-4.9,-8.2,-3.3,1.0,Table 3 (ref 197)
DGL,trimannoside 1,1.2e6,-8.3,-16.2,-7.9,1.0,Table 3 (ref 197)
DGL,biantennary complex 14,4.7e4,,-4.6,,,text p400

table,WGA_GlcNAc_oligomers
lectin,ligand,Ka_M-1,dG_kcal_mol,dH_kcal_mol,TdS_kcal_mol,source_location
WGA,GlcNAc,4.1e2,-3.7,-6.1,-2.4,Table 11 (ref 210)
WGA,(GlcNAc)2,5.3e3,-5.1,-15.6,-10.5,Table 11 (ref 210)
WGA,(GlcNAc)3,1.11e4,-5.5,-19.4,-13.9,Table 11 (ref 210)
WGA,(GlcNAc)4,1.23e4,-5.6,-19.2,-13.6,Table 11 (ref 210)
WGA,(GlcNAc)5,1.91e4,-5.8,-18.2,-12.4,Table 11 (ref 210)

table,UDA_GlcNAc_oligomers
lectin,ligand,Ka_M-1,dG_kcal_mol,dH_kcal_mol,TdS_kcal_mol,source_location
